V: 2
L: 1
X: 0
Y: 0
W: 50
H: 50
0;0;0;10
0;1;0;10
0;2;0;10
0;3;0;10
0;4;0;10
0;5;0;10
0;6;0;10
0;7;0;10
0;8;0;10
0;9;0;10
0;10;0;10
0;11;0;10
0;12;0;10
0;13;0;10
0;14;0;10
0;15;0;10
0;16;0;10
0;17;0;10
0;18;0;10
0;19;0;10
0;20;0;10
0;21;0;10
0;22;0;10
0;23;0;10
0;24;0;10
0;25;0;10
0;26;0;10
0;27;0;10
0;28;0;10
0;29;0;10
0;30;0;10
0;31;0;10
0;32;0;10
0;33;0;10
0;34;0;10
0;35;0;10
0;36;0;10
0;37;0;10
0;38;0;10
0;39;0;10
0;40;0;10
0;41;0;10
0;42;0;10
0;43;0;10
0;44;0;10
0;45;0;10
0;46;0;10
0;47;0;10
0;48;0;10
0;49;0;10
1;0;2;10
1;1;2;10
1;2;2;10
1;3;2;10
1;4;2;10
1;5;2;10
1;6;2;10
1;7;2;10
1;8;2;10
1;9;2;10
1;10;2;10
1;11;2;10
1;12;0;10
1;13;0;10
1;14;0;10
1;15;0;10
1;16;0;10
1;17;0;10
1;18;0;10
1;19;0;10
1;20;0;10
1;21;0;10
1;22;0;10
1;23;0;10
1;24;0;10
1;25;0;10
1;26;0;10
1;27;0;10
1;28;0;10
1;29;0;10
1;30;0;10
1;31;0;10
1;32;0;10
1;33;0;10
1;34;0;10
1;35;0;10
1;36;0;10
1;37;0;10
1;38;0;10
1;39;0;10
1;40;0;10
1;41;0;10
1;42;0;10
1;43;0;10
1;44;0;10
1;45;0;10
1;46;0;10
1;47;0;10
1;48;0;10
1;49;0;10
2;0;2;10
2;1;2;10
2;2;2;10
2;3;2;10
2;4;2;10
2;5;2;10
2;6;2;10
2;7;2;10
2;8;2;10
2;9;2;10
2;10;2;10
2;11;2;10
2;12;0;10
2;13;0;10
2;14;0;10
2;15;0;10
2;16;0;10
2;17;0;10
2;18;0;10
2;19;0;10
2;20;0;10
2;21;0;10
2;22;0;10
2;23;0;10
2;24;0;10
2;25;0;10
2;26;0;10
2;27;0;10
2;28;0;10
2;29;0;10
2;30;0;10
2;31;0;10
2;32;0;10
2;33;0;10
2;34;0;10
2;35;0;10
2;36;0;10
2;37;0;10
2;38;0;10
2;39;0;10
2;40;0;10
2;41;0;10
2;42;0;10
2;43;0;10
2;44;0;10
2;45;0;10
2;46;0;10
2;47;0;10
2;48;0;10
2;49;0;10
3;0;2;10
3;1;2;10
3;2;2;10
3;3;25667;10
3;4;10307;10
3;5;20547;10
3;6;2;10
3;7;2;10
3;8;2;10
3;9;2;10
3;10;2;10
3;11;2;10
3;12;0;10
3;13;0;10
3;14;0;10
3;15;0;10
3;16;0;10
3;17;0;10
3;18;0;10
3;19;0;10
3;20;0;10
3;21;0;10
3;22;0;10
3;23;0;10
3;24;0;10
3;25;0;10
3;26;0;10
3;27;0;10
3;28;0;10
3;29;0;10
3;30;0;10
3;31;0;10
3;32;0;10
3;33;0;10
3;34;0;10
3;35;0;10
3;36;0;10
3;37;0;10
3;38;0;10
3;39;0;10
3;40;0;10
3;41;0;10
3;42;0;10
3;43;0;10
3;44;0;10
3;45;0;10
3;46;0;10
3;47;0;10
3;48;0;10
3;49;0;10
4;0;2;10
4;1;2;10
4;2;2;10
4;3;1091;10
4;4;3;10
4;5;3;10
4;6;4163;10
4;7;20547;10
4;8;2;10
4;9;2;10
4;10;0;10
4;11;0;10
4;12;0;10
4;13;0;10
4;14;0;10
4;15;0;10
4;16;0;10
4;17;0;10
4;18;0;10
4;19;0;10
4;20;0;10
4;21;0;10
4;22;0;10
4;23;0;10
4;24;0;10
